mode,total_return_pct,max_drawdown_pct,sharpe,final_equity,max_position_usdt,n_fills,n_rebalances,commissions_usdt,grid_span_pct,max_levels_per_side,rebalance_interval_bars,max_exposure_budget_mult,trend_filter_enabled,trend_min_dist_pct
range,24.159,-2.997,26.453,124158.2,272678.0,5953,409,7652.3,3.5,6,48,10.0,False,2.0
mixed,54.81,-20.882,14.238,154812.7,298876.0,5880,409,6712.3,3.5,6,48,10.0,False,3.0
range,24.159,-2.997,26.453,124158.2,272678.0,5953,409,7652.3,3.5,6,48,10.0,False,3.0
mixed,2.122,-19.498,1.227,102118.0,314192.0,4196,402,4668.8,3.5,6,48,10.0,True,1.0
range,-7.381,-9.307,-7.655,92618.7,350044.0,4928,407,6377.6,3.5,6,48,10.0,True,1.0
mixed,24.505,-17.064,7.358,124507.7,336798.0,5082,409,5575.3,3.5,6,48,10.0,True,2.0
range,22.02,-4.388,23.793,122019.9,280554.0,5875,409,7547.3,3.5,6,48,10.0,True,2.0
mixed,27.998,-21.64,8.21,128000.3,340851.0,5462,409,6088.3,3.5,6,48,10.0,True,3.0
range,24.159,-2.997,26.453,124158.2,272678.0,5953,409,7652.3,3.5,6,48,10.0,True,3.0
mixed,31.85,-8.533,17.148,131852.0,143973.0,2766,205,3409.2,3.5,6,96,3.0,False,1.0
range,13.921,-2.889,19.865,113920.2,152691.0,2750,205,3552.4,3.5,6,96,3.0,False,1.0
mixed,31.85,-8.533,17.148,131852.0,143973.0,2766,205,3409.2,3.5,6,96,3.0,False,2.0
range,13.921,-2.889,19.865,113920.2,152691.0,2750,205,3552.4,3.5,6,96,3.0,False,2.0
mixed,31.85,-8.533,17.148,131852.0,143973.0,2766,205,3409.2,3.5,6,96,3.0,False,3.0
range,13.921,-2.889,19.865,113920.2,152691.0,2750,205,3552.4,3.5,6,96,3.0,False,3.0
mixed,-2.183,-17.417,-1.343,97813.4,130277.0,1964,196,2265.6,3.5,6,96,3.0,True,1.0
range,7.28,-2.652,11.076,107279.8,116508.0,2307,196,3007.1,3.5,6,96,3.0,True,1.0
mixed,-5.842,-16.074,-3.22,94160.0,162145.0,2272,200,2602.3,3.5,6,96,3.0,True,2.0
range,15.028,-2.889,23.168,115027.8,152691.0,2810,205,3670.1,3.5,6,96,3.0,True,2.0
mixed,17.261,-10.474,9.398,117263.6,139479.0,2460,205,2933.5,3.5,6,96,3.0,True,3.0
range,13.921,-2.889,19.865,113920.2,152691.0,2750,205,3552.4,3.5,6,96,3.0,True,3.0
mixed,30.04,-11.144,11.701,130042.2,253212.0,2944,205,3569.5,3.5,6,96,6.0,False,1.0
range,19.838,-2.815,24.6,119837.5,193881.0,3076,205,3976.8,3.5,6,96,6.0,False,1.0
mixed,30.04,-11.144,11.701,130042.2,253212.0,2944,205,3569.5,3.5,6,96,6.0,False,2.0
range,19.838,-2.815,24.6,119837.5,193881.0,3076,205,3976.8,3.5,6,96,6.0,False,2.0
mixed,30.04,-11.144,11.701,130042.2,253212.0,2944,205,3569.5,3.5,6,96,6.0,False,3.0
range,19.838,-2.815,24.6,119837.5,193881.0,3076,205,3976.8,3.5,6,96,6.0,False,3.0
mixed,-6.494,-14.142,-4.754,93502.7,107435.0,1330,197,1704.3,3.5,4,96,3.0,True,1.0
range,1.242,-3.087,2.496,101241.8,117434.0,1703,197,2354.9,3.5,4,96,3.0,True,1.0
mixed,-1.332,-9.918,-0.689,98664.6,101798.0,1707,201,2173.1,3.5,4,96,3.0,True,2.0
range,8.801,-1.962,14.946,108800.7,107644.0,2045,205,2830.1,3.5,4,96,3.0,True,2.0
mixed,8.918,-9.827,6.219,108914.9,104886.0,1815,205,2367.3,3.5,4,96,3.0,True,3.0
range,11.497,-1.97,19.959,111496.3,111787.0,2059,205,2858.1,3.5,4,96,3.0,True,3.0
mixed,30.056,-7.841,14.14,130052.4,192624.0,2085,205,2782.6,3.5,4,96,6.0,False,1.0
range,11.329,-2.261,17.151,111328.6,168385.0,2209,205,3047.8,3.5,4,96,6.0,False,1.0
mixed,30.056,-7.841,14.14,130052.4,192624.0,2085,205,2782.6,3.5,4,96,6.0,False,2.0
range,11.329,-2.261,17.151,111328.6,168385.0,2209,205,3047.8,3.5,4,96,6.0,False,2.0
mixed,0.772,-7.508,0.76,100768.2,279473.0,856,102,1037.5,3.5,4,192,10.0,True,1.0
range,-1.421,-3.868,-3.335,98579.1,126270.0,982,103,1351.8,3.5,4,192,10.0,True,1.0
mixed,2.878,-6.616,1.919,102874.9,342485.0,1040,102,1258.0,3.5,4,192,10.0,True,2.0
range,5.372,-1.668,12.194,105372.0,146685.0,1182,103,1631.9,3.5,4,192,10.0,True,2.0
mixed,8.489,-6.324,5.129,108485.7,344778.0,1090,102,1345.0,3.5,4,192,10.0,True,3.0
range,5.322,-2.212,11.352,105321.8,168416.0,1186,103,1639.9,3.5,4,192,10.0,True,3.0
mixed,-11.458,-23.496,-4.787,88543.4,152931.0,5292,409,6136.3,3.5,6,48,3.0,False,1.0
range,19.79,-2.302,26.25,119789.5,124448.0,5459,409,7128.5,3.5,6,48,3.0,False,1.0
mixed,-11.458,-23.496,-4.787,88543.4,152931.0,5292,409,6136.3,3.5,6,48,3.0,False,2.0
range,19.79,-2.302,26.25,119789.5,124448.0,5459,409,7128.5,3.5,6,48,3.0,False,2.0
mixed,-8.792,-20.925,-4.453,91204.1,219783.0,2094,199,2390.2,3.5,6,96,6.0,True,1.0
range,2.769,-4.392,4.221,102768.7,207720.0,2507,201,3244.0,3.5,6,96,6.0,True,1.0
mixed,-3.481,-15.2,-1.348,96520.7,249097.0,2587,204,2919.3,3.5,6,96,6.0,True,2.0
range,18.671,-2.815,23.199,118670.5,194509.0,3064,205,3950.2,3.5,6,96,6.0,True,2.0
mixed,24.866,-9.971,13.165,124868.0,204728.0,2857,205,3312.0,3.5,6,96,6.0,True,3.0
range,19.838,-2.815,24.6,119837.5,193881.0,3076,205,3976.8,3.5,6,96,6.0,True,3.0
mixed,50.096,-10.042,17.293,150099.0,320833.0,3120,205,3744.9,3.5,6,96,10.0,False,1.0
range,18.919,-3.072,22.002,118918.7,287667.0,3159,205,4072.5,3.5,6,96,10.0,False,1.0
mixed,50.096,-10.042,17.293,150099.0,320833.0,3120,205,3744.9,3.5,6,96,10.0,False,2.0
range,18.919,-3.072,22.002,118918.7,287667.0,3159,205,4072.5,3.5,6,96,10.0,False,2.0
mixed,50.096,-10.042,17.293,150099.0,320833.0,3120,205,3744.9,3.5,6,96,10.0,False,3.0
range,18.919,-3.072,22.002,118918.7,287667.0,3159,205,4072.5,3.5,6,96,10.0,False,3.0
mixed,-7.697,-22.324,-3.454,92299.5,333073.0,2177,202,2471.1,3.5,6,96,10.0,True,1.0
range,6.911,-4.092,9.134,106911.0,317892.0,2664,205,3449.1,3.5,6,96,10.0,True,1.0
mixed,8.037,-11.273,3.571,108038.9,342678.0,2713,205,3038.9,3.5,6,96,10.0,True,2.0
range,17.75,-2.94,21.327,117749.3,287667.0,3147,205,4045.9,3.5,6,96,10.0,True,2.0
mixed,28.55,-9.971,11.368,128552.5,340555.0,2873,205,3325.2,3.5,6,96,10.0,True,3.0
range,18.919,-3.072,22.002,118918.7,287667.0,3159,205,4072.5,3.5,6,96,10.0,True,3.0
mixed,18.516,-8.326,8.289,118518.3,124350.0,1478,103,1792.3,3.5,6,192,3.0,False,1.0
range,10.796,-1.311,21.405,110795.5,143512.0,1451,103,1894.3,3.5,6,192,3.0,False,1.0
mixed,18.516,-8.326,8.289,118518.3,124350.0,1478,103,1792.3,3.5,6,192,3.0,False,2.0
range,10.796,-1.311,21.405,110795.5,143512.0,1451,103,1894.3,3.5,6,192,3.0,False,2.0
mixed,18.516,-8.326,8.289,118518.3,124350.0,1478,103,1792.3,3.5,6,192,3.0,False,3.0
range,10.796,-1.311,21.405,110795.5,143512.0,1451,103,1894.3,3.5,6,192,3.0,False,3.0
mixed,4.568,-8.43,3.283,104564.2,138885.0,1052,97,1176.8,3.5,6,192,3.0,True,1.0
range,1.403,-2.446,3.004,101402.7,144868.0,1255,101,1585.0,3.5,6,192,3.0,True,1.0
mixed,-5.273,-12.311,-2.985,94728.5,112997.0,1285,100,1462.5,3.5,6,192,3.0,True,2.0
range,10.796,-1.311,21.405,110795.5,143512.0,1451,103,1894.3,3.5,6,192,3.0,True,2.0
mixed,3.057,-8.477,2.054,103059.0,112997.0,1359,100,1583.1,3.5,6,192,3.0,True,3.0
range,10.796,-1.311,21.405,110795.5,143512.0,1451,103,1894.3,3.5,6,192,3.0,True,3.0
mixed,26.758,-6.984,11.015,126760.8,192385.0,1656,103,2004.3,3.5,6,192,6.0,False,1.0
range,10.528,-1.197,18.844,110527.4,179155.0,1643,103,2133.5,3.5,6,192,6.0,False,1.0
mixed,26.758,-6.984,11.015,126760.8,192385.0,1656,103,2004.3,3.5,6,192,6.0,False,2.0
range,10.528,-1.197,18.844,110527.4,179155.0,1643,103,2133.5,3.5,6,192,6.0,False,2.0
mixed,26.758,-6.984,11.015,126760.8,192385.0,1656,103,2004.3,3.5,6,192,6.0,False,3.0
range,10.528,-1.197,18.844,110527.4,179155.0,1643,103,2133.5,3.5,6,192,6.0,False,3.0
mixed,-3.608,-12.654,-2.313,96387.8,229906.0,1170,99,1281.1,3.5,6,192,6.0,True,1.0
range,0.864,-2.117,1.755,100863.7,160040.0,1381,103,1777.6,3.5,6,192,6.0,True,1.0
mixed,-1.715,-8.612,-0.703,98286.3,242762.0,1432,100,1607.2,3.5,6,192,6.0,True,2.0
range,9.937,-1.213,17.859,109936.5,171325.0,1643,103,2131.6,3.5,6,192,6.0,True,2.0
mixed,6.701,-8.056,3.942,106702.5,214316.0,1459,102,1669.2,3.5,6,192,6.0,True,3.0
range,10.528,-1.197,18.844,110527.4,179155.0,1643,103,2133.5,3.5,6,192,6.0,True,3.0
mixed,25.812,-9.224,9.682,125814.8,345974.0,1686,103,2032.4,3.5,6,192,10.0,False,1.0
range,9.173,-1.756,15.381,109172.7,258170.0,1678,103,2181.0,3.5,6,192,10.0,False,1.0
mixed,25.812,-9.224,9.682,125814.8,345974.0,1686,103,2032.4,3.5,6,192,10.0,False,2.0
range,9.173,-1.756,15.381,109172.7,258170.0,1678,103,2181.0,3.5,6,192,10.0,False,2.0
mixed,25.812,-9.224,9.682,125814.8,345974.0,1686,103,2032.4,3.5,6,192,10.0,False,3.0
range,9.173,-1.756,15.381,109172.7,258170.0,1678,103,2181.0,3.5,6,192,10.0,False,3.0
mixed,2.58,-9.448,1.691,102576.1,347569.0,1237,102,1346.3,3.5,6,192,10.0,True,1.0
range,2.736,-2.022,5.202,102735.5,191938.0,1395,103,1790.8,3.5,6,192,10.0,True,1.0
mixed,-0.015,-11.47,0.34,99987.2,352572.0,1443,101,1613.4,3.5,6,192,10.0,True,2.0
range,9.43,-1.661,16.208,109430.1,226494.0,1672,103,2167.6,3.5,6,192,10.0,True,2.0
mixed,13.253,-7.47,6.241,113255.1,341275.0,1548,103,1788.7,3.5,6,192,10.0,True,3.0
range,9.173,-1.756,15.381,109172.7,258170.0,1678,103,2181.0,3.5,6,192,10.0,True,3.0
mixed,-20.33,-34.498,-7.439,79680.9,168193.0,6482,409,6456.8,3.5,8,48,3.0,False,1.0
range,20.718,-2.448,25.216,120722.8,153576.0,6836,409,8100.9,3.5,8,48,3.0,False,1.0
mixed,-20.33,-34.498,-7.439,79680.9,168193.0,6482,409,6456.8,3.5,8,48,3.0,False,2.0
range,20.718,-2.448,25.216,120722.8,153576.0,6836,409,8100.9,3.5,8,48,3.0,False,2.0
mixed,-20.33,-34.498,-7.439,79680.9,168193.0,6482,409,6456.8,3.5,8,48,3.0,False,3.0
range,20.718,-2.448,25.216,120722.8,153576.0,6836,409,8100.9,3.5,8,48,3.0,False,3.0
mixed,-0.539,-26.276,0.152,99458.2,169327.0,4440,374,4737.8,3.5,8,48,3.0,True,1.0
range,-4.348,-7.924,-5.122,95655.2,134404.0,5736,401,6773.8,3.5,8,48,3.0,True,1.0
mixed,8.773,-16.903,3.688,108787.8,160206.0,5657,396,5686.9,3.5,8,48,3.0,True,2.0
range,20.193,-1.677,25.393,120197.7,125305.0,6813,409,8136.9,3.5,8,48,3.0,True,2.0
mixed,4.441,-16.183,2.078,104454.8,160232.0,6213,400,6229.4,3.5,8,48,3.0,True,3.0
range,20.718,-2.448,25.216,120722.8,153576.0,6836,409,8100.9,3.5,8,48,3.0,True,3.0
mixed,19.626,-19.04,6.337,119641.8,253915.0,7071,409,6872.5,3.5,8,48,6.0,False,1.0
range,27.764,-3.193,28.293,127768.9,205982.0,7419,409,8537.7,3.5,8,48,6.0,False,1.0
mixed,19.626,-19.04,6.337,119641.8,253915.0,7071,409,6872.5,3.5,8,48,6.0,False,2.0
range,27.764,-3.193,28.293,127768.9,205982.0,7419,409,8537.7,3.5,8,48,6.0,False,2.0
mixed,19.626,-19.04,6.337,119641.8,253915.0,7071,409,6872.5,3.5,8,48,6.0,False,3.0
range,27.764,-3.193,28.293,127768.9,205982.0,7419,409,8537.7,3.5,8,48,6.0,False,3.0
mixed,8.6,-22.285,3.386,108597.0,273340.0,5090,389,5127.3,3.5,8,48,6.0,True,1.0
range,-6.72,-9.112,-6.951,93283.5,203111.0,6284,404,7243.7,3.5,8,48,6.0,True,1.0
mixed,31.28,-17.557,9.422,131297.3,254123.0,6171,403,5970.5,3.5,8,48,6.0,True,2.0
range,24.688,-4.592,25.091,124692.2,204214.0,7262,409,8394.2,3.5,8,48,6.0,True,2.0
mixed,22.984,-18.501,7.327,123000.1,260500.0,6725,406,6451.2,3.5,8,48,6.0,True,3.0
range,27.764,-3.193,28.293,127768.9,205982.0,7419,409,8537.7,3.5,8,48,6.0,True,3.0
mixed,22.362,-27.321,6.024,122378.0,353180.0,7212,409,6987.4,3.5,8,48,10.0,False,1.0
range,30.518,-3.193,31.186,130522.8,277387.0,7594,409,8771.1,3.5,8,48,10.0,False,1.0
mixed,22.362,-27.321,6.024,122378.0,353180.0,7212,409,6987.4,3.5,8,48,10.0,False,2.0
range,30.518,-3.193,31.186,130522.8,277387.0,7594,409,8771.1,3.5,8,48,10.0,False,2.0
mixed,22.362,-27.321,6.024,122378.0,353180.0,7212,409,6987.4,3.5,8,48,10.0,False,3.0
range,30.518,-3.193,31.186,130522.8,277387.0,7594,409,8771.1,3.5,8,48,10.0,False,3.0
mixed,10.645,-18.587,4.197,110641.4,304181.0,5387,406,5369.1,3.5,8,48,10.0,True,1.0
range,-5.582,-9.561,-5.262,94421.4,320843.0,6436,409,7376.4,3.5,8,48,10.0,True,1.0
mixed,27.664,-22.361,7.238,127680.5,374809.0,6322,406,6109.2,3.5,8,48,10.0,True,2.0
range,25.376,-4.592,26.343,125380.8,281320.0,7512,409,8655.5,3.5,8,48,10.0,True,2.0
mixed,27.84,-22.077,7.302,127856.5,358162.0,6789,407,6556.9,3.5,8,48,10.0,True,3.0
range,30.518,-3.193,31.186,130522.8,277387.0,7594,409,8771.1,3.5,8,48,10.0,True,3.0
mixed,16.108,-8.607,7.677,116123.6,168645.0,3489,205,3701.6,3.5,8,96,3.0,False,1.0
range,24.88,-3.24,28.14,124884.6,189226.0,3496,205,4175.8,3.5,8,96,3.0,False,1.0
mixed,16.108,-8.607,7.677,116123.6,168645.0,3489,205,3701.6,3.5,8,96,3.0,False,2.0
range,24.88,-3.24,28.14,124884.6,189226.0,3496,205,4175.8,3.5,8,96,3.0,False,2.0
mixed,16.108,-8.607,7.677,116123.6,168645.0,3489,205,3701.6,3.5,8,96,3.0,False,3.0
range,24.88,-3.24,28.14,124884.6,189226.0,3496,205,4175.8,3.5,8,96,3.0,False,3.0
mixed,14.536,-8.892,8.359,114532.9,148230.0,2370,188,2596.7,3.5,8,96,3.0,True,1.0
range,11.519,-3.075,16.091,111522.7,114654.0,2949,197,3460.7,3.5,8,96,3.0,True,1.0
mixed,22.195,-9.573,10.892,122211.0,175837.0,2966,195,3096.2,3.5,8,96,3.0,True,2.0
range,23.057,-3.24,26.63,123061.7,189226.0,3478,205,4140.0,3.5,8,96,3.0,True,2.0
mixed,25.24,-9.573,12.148,125256.4,180808.0,3118,200,3343.2,3.5,8,96,3.0,True,3.0
range,24.88,-3.24,28.14,124884.6,189226.0,3496,205,4175.8,3.5,8,96,3.0,True,3.0
mixed,28.914,-9.988,11.239,128931.1,267532.0,3749,205,3868.5,3.5,8,96,6.0,False,1.0
range,25.221,-3.277,27.709,125225.8,189226.0,3912,205,4541.5,3.5,8,96,6.0,False,1.0
mixed,28.914,-9.988,11.239,128931.1,267532.0,3749,205,3868.5,3.5,8,96,6.0,False,2.0
range,25.221,-3.277,27.709,125225.8,189226.0,3912,205,4541.5,3.5,8,96,6.0,False,2.0
mixed,28.914,-9.988,11.239,128931.1,267532.0,3749,205,3868.5,3.5,8,96,6.0,False,3.0
range,25.221,-3.277,27.709,125225.8,189226.0,3912,205,4541.5,3.5,8,96,6.0,False,3.0
mixed,3.475,-12.612,2.113,103471.9,229566.0,2674,199,2730.2,3.5,8,96,6.0,True,1.0
range,6.966,-4.563,9.136,106969.9,207517.0,3207,200,3701.2,3.5,8,96,6.0,True,1.0
mixed,6.292,-17.523,3.196,106306.0,230071.0,3304,201,3306.6,3.5,8,96,6.0,True,2.0
range,23.611,-3.277,25.813,123615.6,189226.0,3904,205,4500.4,3.5,8,96,6.0,True,2.0
mixed,33.016,-9.303,14.295,133033.7,261598.0,3465,203,3545.1,3.5,8,96,6.0,True,3.0
range,25.221,-3.277,27.709,125225.8,189226.0,3912,205,4541.5,3.5,8,96,6.0,True,3.0
mixed,43.293,-8.798,14.865,143312.4,314864.0,3981,205,4072.8,3.5,8,96,10.0,False,1.0
range,26.656,-2.833,28.228,126660.6,295041.0,4029,205,4694.7,3.5,8,96,10.0,False,1.0
mixed,43.293,-8.798,14.865,143312.4,314864.0,3981,205,4072.8,3.5,8,96,10.0,False,2.0
range,26.656,-2.833,28.228,126660.6,295041.0,4029,205,4694.7,3.5,8,96,10.0,False,2.0
mixed,43.293,-8.798,14.865,143312.4,314864.0,3981,205,4072.8,3.5,8,96,10.0,False,3.0
range,26.656,-2.833,28.228,126660.6,295041.0,4029,205,4694.7,3.5,8,96,10.0,False,3.0
mixed,7.963,-13.944,4.069,107959.3,309633.0,2746,200,2815.3,3.5,8,96,10.0,True,1.0
range,10.406,-4.459,12.374,110410.5,295830.0,3414,205,3923.8,3.5,8,96,10.0,True,1.0
mixed,14.213,-11.942,5.612,114228.6,325456.0,3462,205,3410.8,3.5,8,96,10.0,True,2.0
range,25.06,-2.813,27.653,125064.9,295041.0,4021,205,4653.5,3.5,8,96,10.0,True,2.0
mixed,40.375,-9.406,14.58,140393.6,336972.0,3693,205,3703.5,3.5,8,96,10.0,True,3.0
range,26.656,-2.833,28.228,126660.6,295041.0,4029,205,4694.7,3.5,8,96,10.0,True,3.0
mixed,15.542,-11.978,7.469,115557.2,148217.0,1944,103,2133.9,3.5,8,192,3.0,False,1.0
range,12.763,-1.012,21.374,112767.2,153535.0,1794,103,2184.0,3.5,8,192,3.0,False,1.0
mixed,15.542,-11.978,7.469,115557.2,148217.0,1944,103,2133.9,3.5,8,192,3.0,False,2.0
range,12.763,-1.012,21.374,112767.2,153535.0,1794,103,2184.0,3.5,8,192,3.0,False,2.0
mixed,15.542,-11.978,7.469,115557.2,148217.0,1944,103,2133.9,3.5,8,192,3.0,False,3.0
range,12.763,-1.012,21.374,112767.2,153535.0,1794,103,2184.0,3.5,8,192,3.0,False,3.0
mixed,-4.766,-17.952,-2.431,95230.6,161382.0,1335,96,1467.3,3.5,8,192,3.0,True,1.0
range,3.877,-2.703,7.303,103880.8,161753.0,1617,101,1863.5,3.5,8,192,3.0,True,1.0
mixed,-0.571,-16.486,0.008,99442.7,150499.0,1733,98,1865.2,3.5,8,192,3.0,True,2.0
range,12.763,-1.012,21.374,112767.2,153535.0,1794,103,2184.0,3.5,8,192,3.0,True,2.0
mixed,13.366,-8.745,6.64,113380.6,142015.0,1772,100,1906.9,3.5,8,192,3.0,True,3.0
range,12.763,-1.012,21.374,112767.2,153535.0,1794,103,2184.0,3.5,8,192,3.0,True,3.0
mixed,11.593,-14.321,4.867,111607.6,252069.0,2113,103,2314.4,3.5,8,192,6.0,False,1.0
range,14.744,-1.483,22.408,114748.5,202983.0,2044,103,2407.4,3.5,8,192,6.0,False,1.0
mixed,11.593,-14.321,4.867,111607.6,252069.0,2113,103,2314.4,3.5,8,192,6.0,False,2.0
range,14.744,-1.483,22.408,114748.5,202983.0,2044,103,2407.4,3.5,8,192,6.0,False,2.0
mixed,11.593,-14.321,4.867,111607.6,252069.0,2113,103,2314.4,3.5,8,192,6.0,False,3.0
range,14.744,-1.483,22.408,114748.5,202983.0,2044,103,2407.4,3.5,8,192,6.0,False,3.0
mixed,8.077,-10.455,4.511,108073.6,242658.0,1562,98,1618.9,3.5,8,192,6.0,True,1.0
range,4.345,-2.208,7.241,104348.8,191048.0,1761,102,2013.8,3.5,8,192,6.0,True,1.0
mixed,-10.907,-20.069,-4.943,89105.3,223020.0,1905,99,2005.2,3.5,8,192,6.0,True,2.0
range,12.3,-1.588,19.004,112304.2,174257.0,2058,103,2389.9,3.5,8,192,6.0,True,2.0
mixed,-4.63,-15.197,-1.92,95382.3,257963.0,1879,103,1975.2,3.5,8,192,6.0,True,3.0
range,14.744,-1.483,22.408,114748.5,202983.0,2044,103,2407.4,3.5,8,192,6.0,True,3.0
mixed,1.986,-19.024,1.154,101999.4,363168.0,2215,103,2366.3,3.5,8,192,10.0,False,1.0
range,12.404,-2.219,16.805,112408.1,292085.0,2145,103,2517.8,3.5,8,192,10.0,False,1.0
mixed,1.986,-19.024,1.154,101999.4,363168.0,2215,103,2366.3,3.5,8,192,10.0,False,2.0
range,12.404,-2.219,16.805,112408.1,292085.0,2145,103,2517.8,3.5,8,192,10.0,False,2.0
mixed,1.986,-19.024,1.154,101999.4,363168.0,2215,103,2366.3,3.5,8,192,10.0,False,3.0
range,12.404,-2.219,16.805,112408.1,292085.0,2145,103,2517.8,3.5,8,192,10.0,False,3.0
mixed,-0.364,-15.692,0.193,99632.9,369869.0,1601,100,1611.9,3.5,8,192,10.0,True,1.0
range,4.409,-2.103,7.069,104412.8,194610.0,1813,103,2064.0,3.5,8,192,10.0,True,1.0
mixed,-8.973,-18.243,-4.022,91039.5,369698.0,2017,101,2097.7,3.5,8,192,10.0,True,2.0
range,10.291,-2.714,13.862,110294.7,299673.0,2143,103,2504.0,3.5,8,192,10.0,True,2.0
mixed,1.552,-15.083,1.033,101565.6,337298.0,2042,103,2127.2,3.5,8,192,10.0,True,3.0
range,12.404,-2.219,16.805,112408.1,292085.0,2145,103,2517.8,3.5,8,192,10.0,True,3.0
